lyric,class
I gotta recognize the weapon in my mind,1
I really hope it hurts like hell,1
Like a heartbeat skip,1
And you don't gotta worry where I'm at or where I'm goin' (Goin'),1
Said p**** so good,1
"Yeah, is it too late now to say sorry?",1
"I don't really sleep or take naps, no snoozin' (No snoozin')",0
I wanna know the truth (Whoa),1
"When I start picturing you naked, no lie, no lie",1
"Cut the lights (Yeah, what?), paid the price (Yeah)",0
"Chillin' on that couch, f*** your b**** in her mouth",0
"Yeah, they know what's up (Folks will say)",0
"Told my story, gotta clear it by your daddy, yeah (Yeah)",0
"2Pac Shakur, ridin' through the North up in the Bentley",0
This time I think it's for real (Four),0
"Swang, when I swang, when I swang to the left",0
"(Even if we can't find Heaven, Heaven, Heaven...)",1
"Yeah, to ruin my life, yeah, to ruin my life",1
Sundress with you on my arm,1
"Then I spilled this blood for you, hey",1
I only call you when it's half past five,1
"Mama, come here",1
Your little brother never tells you but he loves you so,1
"Mask on her face, Jason",0
I would rather lose my leg than lose their respect,0
And we lost it all today,1
I've waited all my life,1
I am like you so I want proof I'm what you're feeling (Oh),1
"b****, I'm with gang (Gang, yeah)",0
And I'ma turn off all my phones,1
"Got a bad b****, honey skintone, pretty long hair, she Belizean",0
Thought that I could change it all if I had change,0
They line up for me like they coppin' the J's,0
The cool kids aren't cool to me,1
"Give me some more, I love it",1
"And you think you in love, don't want hurt you (Woah)",0
"I wish somebody would have told me, babe",0
"Slime green paint, peanut butter inside",0
That real a** ain't keep your n**** home,0
Got my foot in the door and we still here (here),0
"And they know just where I be, it's like I'm 713 (Yeah)",0
"Baby I wanna, I wanna know",1
"Morally alright, but I need some advice",0
"Red velvet, vanilla, chocolate in my life",1
"We will find our way, or we'll make a way, say hey, hey, hey",1
"Every time I do, I say somethin' that hurts you",0
"He, won't touch you like I do",1
"Control your mind, mindfreak, no sober mind",0
We get called halfway believers,0
"It never fades away, it's staying",1
Spending they birthdays inside of a cell,0
(Gonna love me like I can),1
And if we've only got this life,1
You say it's not real,1
"Baby, honestly, baby, honestly",1
"Paramedics pick him up, they gon' send him to the doctor (That n****)",0
"Hey look ma, I made it",1
"Yeah, loving you",1
You can't stop the world from knowing,1
"Revival flopped, came back and I scared the crap out 'em",0
"On the guest list, it's you and me",1
"d***, gonna want you back",1
I'ma lay him down like he in the lounge,0
"All these lights, they can't blind me",1
"I'm a mess, I'm a loser",1
We keep on losing our legends to,0
You are all for me,1
Got a kiss wit' your name on it,0
"Waste the day and spend the night (Waste the day, spend the night)",1
How many of them coulda did it with finesse?,0
Will blow right over while we stay put,1
"One, two, three, let's go (It's Lil Uzi Vert)",0
"Bey, put these f***boys on notice (f***boys on notice)",0
Ashes on the floor,1
"Drip, splash, I can just sauce that (Woah)",0
New man on the Minnesota Vikings (Minnesota Vikings),0
"Zone, zone, zone, zone, zone",0
"I'm ready, yeah",1
To be fly as a mother,1
BDB ENT like the government (What?),0
"Love her when she choosin', hmm (Yeah)",0
"Some Pradas, Balenci', Balenci', Balenci'",0
Let me take you to the candy shop (Candy shop),0
Peanut butter insides,0
I bet they ride on 'em when I put that prize on 'em (Prize),0
"You creepin', you creepin', you creepin'",0
"Tell me, tell me, would you call me? (Call me)",1
"I'm selfish, I know that I use her",0
'Cause I put my main b**** in the cockpit,0
"Oh, I know, I know",1
I'ma keep on spinnin' 'til they tell me who,0
"Heart on my sleeve, ball with it like a throwback",0
"I'm rich, I don't shop on no budget",0
That can only mean one thing,1
Dancing on the hood in the middle of the woods,1
I think about you all the time,1
Why does it feel so good?,1
Let's set this party off right,1
And you know you're a terrible sight,1
If she ever call my phone you know I gotta dead her (Gotta dead her),0
"My b****, she got finger wave hair like she Missy (b****)",0
(He gotta be king status to get in ya body?),0
We don't know how to come down,1
"Let's go, leggo, leggo, leggo, leggo",1
"I got him addicted, he fiendin'",0
I can't stop the feeling,1
"Stud that b**** up with some ice, yeah",0
"(Run that back, Turbo)",0
"In the next life, I'm tryna stay paid",0
"Yeah, I'ma put the drip on the plate, yeah (Drip, drip)",0
"Lil' bruh just put a n**** on Fox, d***",0
f*** the police 'cause them b****es ain't gon' stop s***,0
You probably never loved someone like I do,1
When the sadness leaves you broken in your bed,1
"Woah, woah, woah",0
"Thought you had a chance, now you assed out",0
"I'ma leave here with what I came here for, now what you sayin'?",0
We see a storm is closing in,1
"I deserve better, better than you",1
"Smashin' on your b****, esskeetit (Esskeetit)",0
But you the one to hold us down usually,1
We were the talk of the day,1
Ain't nothin' to think about,0
Peter should know better,1
"My money bag heavy, got me packin' light",0
On my petty s*** but I don't paint toes (Yeah),0
"Me in my mind, feelin' divine, like yeah",0
"Got a new car, got a new b****",0
"Just give me all of that p****, so many options (so many options)",0
"This I know, yeah, this I know",1
"(Could use, could use a little love)",1
"On my, on my, on my, on my 'cence, yeah",1
"I can't lose you, babe (I can't lose you, babe)",1
And I just want a baby with the right one,1
"Okay, I feel like I own her (Yeah)",0
Don't let my heart turn cold,0
I got hunnies in my V,1
"Mmm, ah, mmm, ah, mmm, if you let me love you",1
Would we be better off by now,1
"Do this all the time, this ain't no surprise",0
If I'm gon' die for you,1
Hit your block and then I bleed it (Yeah),0
"Yeah, yeah, yeah",0
"Holes in my skull, over time",0
On est samedi soir et je serai pas longue,1
"Now I lay me down to sleep (Now I lay me down to sleep), ayy",0
"Roof was on, let me, love me",1
"Um, you can't hide, you can't run (You can't run)",0
"Messin' with your head, messin' with your head",0
"Oh, come on kiss it, oh",1
Shawty got a thing for us,0
"Young Thug, Best Friend",1
Feels like we're on the edge right now,0
"All night and all night and all night, baby",1
I forgot to make amends,0
"Even kiss me when we make love, oh, yeah, yeah (Kiss me when we make love)",0
"Don't act like you my friend when I'm rollin' through my ends, though",0
I need somebody now,1
Diamonds dancin' in the dial like this s*** is a parade,0
Tell J.K. that I'm still rollin',1
I'm sick of your mumble rap mouth,0
Who knew that I am the guru with voodoo,0
Put blood on her dress (Woo),0
And the car came with a blunt in it (Yeah),0
"Let me know that I did okay, yeah",0
Dodgin' federal (12),0
"Blood Gang, yeah, SuWoop on me",0
I just ordered sushi from Japan,1
There's boys up in my zone,1
"And if I needed proof, that body tell the truth",1
Always want you to (Prove it),1
"Cash, money, checks, cash",0
Missin' out on my days,0
You're the reason that I just can't concentrate,1
Guess that's why we stay the same,1
"Without you, I'm all alone",1
You could hit it with a stone,0
"Yeah, I'm a hot hitter (Straight up)",0
"My youth, my youth is yours",1
"Ha, straight off the runway in Paris, n****",0
"They say I went commercial, I ain't know it",0
Head to toe so player,1
Tripping in the world could be dangerous,1
"Hit it one time, make it levitate",0
Let your hurr down,1
"Yeah, it's okay, you be swervin'",0
Ain't got nobody on my phone,1
"Take a brick out, put it on a triple beam (Brick out)",0
But it felt like they were right there,1
'Cause staying silent's the same as dying,1
"Yeah, yeah, yeah, yeah, yeah",0
Want me to spell it out for you?,1
"Well, time can heal but this won't",1
"Let's start a business for you so they can't say that you leechin', n****",0
Won't leave me lonely tonight,1
"Tell me how you want it, yeah",0
"'Bout to sing to her p****, Mariah",0
I got all these b****es wantin' to be Barbie dolls,0
"If you slidin', then you owe me (Owe me)",0
"She's coming in, 12:30 flight",1
We couldn't feel no pain,1
"(But you lied, you lied, you lied)",0
"I do not kiss, you making s*** hot",0
"The way you rock them heels, yeah, I like that",1
Girl I know you f***ing planned this,0
I'm guilty 'bout everything that I eat (Every single thing),1
"Woo, woo, woo (Yeah)",0
I'ma pull up in a Bentley,0
You disrespect me and I'll beat your a** up,0
"Give you a taste of what you give out (Hey, hey, hey, hey)",1
"Throw me that, Ally, I'ma dunk and win it (Slam)",1
Such a long time (Ooh),0
They want to see those officers arrested,0
I got some racks and I want some more,0
You made my heart ache (I still see your shadows in my room),0
(Take me with you),1
I don't think none of y'all n****s want gun smoke,0
"It's fine, Eminem, put down the pen",0
Modern loneliness,1
"And this was **** up when you found me, my heart was so cold",1
"Yo, KB, you a loser, n****, up that Uzi, n****",0
"Everywhere a n**** take you, just know that my face good",0
"We get money, what the f*** is a drought?",0
Are we in the clear yet? Are we in the clear yet? (Are we?),1
"I tested her, she held a lil' quarter bird at her spot",0
These n****s gon' ride the wave (Yeah),0
"Baby, it hit so hard, I'm holding on to my chest",1
Let me demonstrate,0
"She know that I'll put this d*** on her, includin' her girl",0
"Now stay on your stomach, lil' b****, when you lay down",0
"Got a brand new Richard, I can't wait to hold it up",0
"Say a hundred, do two hundred on the dash, smash n**** (Smash)",0
"So won't you tell me, babe",1
"I'm gone off them jiggas, I'm poppin' them bars",0
"Go back, yeah, yeah",1
It ain't my fault,1
Met you at your doorstep,1
"I can be critical, never typical",0
"Just come and get it, let them say what they say",1
I must've called a thousand times (Thousand times),1
Now you wanna say you're sorry,1
Another's hands have touched my skin?,1
"Made me say, ""Ugh, uh""",0
"You had my attention, it was all on you (my attention, it was all on you)",1
"Car wash to the cleaners, Walmart to Neiman's",0
There's something in the way you do it,1
Stop tryna be God Almighty,0
"My n****s trappin' out the bando, shout out to the Migos (The Migos)",0
"f***, I still can't say this s***, but how quickly they forget",0
Take back my life song (Hey!),1
"If you find time, we can run one",0
"Got two on me, got two on me",0
"I don't do no talkin', so get the f*** outta my face",0
(I'll be waiting for you),1
"'Cause you and I, we're cool for the summer",1
Baking soda started bubbling up,0
Is it too late to say I'm sorry now?,1
"But when I call, you never seem to be home",1
"They sick, been hot way before Coronavirus",0
"Oh, I'm caught between your love and a hard place",1
It was a perfect illusion (Perfect illusion),1
"I think that you'll be happier, I want you to be happier",1
In my bedroom and my closet,1
'Cause I love how it feels when I break the chains,1
"But we keep pushin', keep our foot on the pedal",0
It's 10:05 PM and the curtain starts to go up,0
'Cause I was doing better alone,1
Because my Instagram is weak as f***,0
"Body on my, losin' all my innocence, yeah",1
You'll be all out of love in the end,0
Please don't say the wrong thing,0
Can't see myself when I look in the mirror,0
"I make no promises, I can't do golden rings",1
I'm spendin' thousands like money is nothin' to me,0
"Bounce that a** like a lolo (Bounce that a**, bounce that a**, bounce that a**)",0
"Back, back, yeah, back, back, back, juicy",1
"I got what you need, come f*** with me",1
"They know I'm the bomb, they ticking me off",0
That I know you can't afford,1
"Still jump around, move antsy, and I still don't like s*** fancy",0
Shootin' at civilians ('villians),0
Say young Khalifa the best,0
All the stars are closer,1
"Have it any way you like, yeah",1
"n****, what's the commotion? ('Motion)",0
So many mornings I woke up confused,1
"So, baby, you don't have to rush",1
"Swan (Tread heavily), swan song (Tread)",1
Do things when you want me to,1
"Saturn, Moon, Earth, and Mars (Mars)",0
I want it that way,0
Say that our love ain't water under the bridge,1
"Jugando y todo, pero tal vez sea igual de rico que Jeff Bezos, dilo de nuevo",0
"I made it on my own, they said I'd be in jail or dead",0
Are you serious?,0
